SN,Filename,Title of Song,Url,Language,Lyrics,Genre,Meaning of Song,Sentiment,Onset_Strength,Chroma_Shift,HPSS,Zero_Crossing_Rate,MFCC
396,Segment_14_Efya - Little Things.mp3,Efya - Little Things,https://www.youtube.com/watch?v=kmxIR2SBApg,English,"Mmm
Ooh-yeah, ooh-yeah
All year round, now, ooh-yeah
Efya, Efya, 'You Know the Name, Right'?
The little things that you do
When you say
""Cook the food, let me wash the bowls
Come here, baby, let me touch your toes""
Makes me love you more
When you suggest
""Wash the clothes, let me clean the house""
Makes me really wanna be your spouse
It's the little things that you do
That makes me love you more
Ooh-yeah, now, ooh-yeah, now, ooh-yeah
Makes me love you more
NneÉma nketewa no na Éma medÉ wo, ÉdÉ ei
NneÉma nketewa no na Éma mepÉ wo
It's the little things that you do
Makes me love you more
NneÉma nketewa no na Éma medÉ wo
Yeah, now, ooh-yeah, now
Say ooh-yeah, now, ooh-yeah
When you forget yourself and you pick your nose
Get drunk, fall asleep in your clothes
Makes me love you more
When you do something really gross
Like the way you fart when I'm really close
It's the little things that you do
That makes me love you more
NneÉma nketewa no na Éma medÉ wo, ÉdÉ ei
NneÉma nketewa no na Éma mepÉ wo
It's the little things that you do
Makes me love you more
NneÉma nketewa no na Éma medÉ wo
Love shouldn't be so complicated, ÉdÉ ei
You're the best man I ever dated
It's the way you do the things you do that makes you you
I love you, love you more
Ooh-yeah, ooh-yeah
All year round, ooh-yeah
Ooh-yeah, ooh-yeah, now
Ooh-yeah, now, ooh-yeah
Ooh-yeah, ooh-ooh-yeah, now
Ooh, ooh-ooh-yeah, ooh-yeah
Ooh-yeah",Soul,"The song explores the complexities of love, portraying it as both a powerful and painful experience that challenges the heart and mind. It delves into the longing for genuine connection, the struggles of unspoken emotions, and the courage needed to embrace love despite its difficulties. Ultimately, the song conveys a deep desire for real love, even with the vulnerability and strength it demands.





",Neutral,0.29233167,0.07143198,4.94583e-07,0.02687161432239479,"[-7.5333264e+02  2.1152924e+01 -1.5431867e+01 -5.3372675e-01
 -3.6258478e+00  3.7035720e+00 -5.8017778e+00  4.5191789e+00
 -3.0375409e+00 -7.4647379e-01 -1.0409572e+00 -2.0422406e+00
 -1.4827328e+00  5.9890528e+00  1.0129116e+01  6.1701794e+00
  2.8560412e+00 -6.3531339e-01 -5.2265382e-01 -2.1053598e+00
  1.6515485e+00  6.3311197e-02 -1.8624505e+00 -4.5525250e+00
 -2.9600146e+00 -6.7418575e-01  3.3117290e+00  3.3472466e+00
  1.5187343e+00  3.1614587e-01  2.9146424e-01  8.3897211e-02
 -2.0255058e+00 -6.2098145e-01 -8.2155007e-01  1.0553845e+00
 -7.2970623e-01 -1.5416524e+00 -2.4074872e+00  1.4394075e+00]"
397,Segment_1_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,0.95211214,0.3694231,4.6854744e-08,0.05348683391434263,"[-4.6653052e+02  1.4346703e+02  7.7768707e+00  1.3463617e+01
 -1.3176587e+01  3.1446150e-01 -2.2707283e+01 -4.5261741e+00
 -8.0569086e+00 -1.3758544e+01 -1.0110569e+01 -2.7491002e+00
 -5.2492423e+00 -9.4156466e+00 -7.7619801e+00 -8.2653170e+00
 -9.3797153e-01 -6.0838490e+00 -7.1266713e+00 -8.5354996e+00
 -6.7830305e+00 -9.0191364e+00 -7.0268440e+00 -6.7308393e+00
 -8.1335402e+00 -6.0563126e+00 -3.6930256e+00 -6.3474479e+00
 -6.7914281e+00 -4.1915317e+00 -6.1363668e+00 -3.4962685e+00
 -2.7308078e+00  9.1460109e-01  1.2750030e+00  1.0926136e+00
 -3.5811859e-01 -2.9563818e+00 -3.4382074e+00 -2.2877154e-01]"
398,Segment_2_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.0236856,0.38706374,-1.3322945e-05,0.037726857817869414,"[-237.01817     146.72737      10.87095      21.601875     -4.485078
    5.28843     -14.362603      1.1925325    -7.877815     -6.2953286
    6.5142417     0.99204856  -10.215335    -11.240176     -6.8876457
   -7.49458      -5.4658484    -7.8959475    -7.7397556    -6.3456945
   -8.333213    -11.334433     -7.111389    -13.1050825    -7.94043
   -6.354935     -2.6584897    -2.7120056    -6.5140176    -0.8679644
   -5.955872     -3.986722     -4.0372276     1.4259353     3.0480855
   -1.9079846    -1.4299583    -5.40614      -7.6256766    -2.417377  ]"
399,Segment_3_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.1722122,0.39214322,-5.75413e-05,0.056652701474766046,"[-201.45546     137.21056     -20.210157      7.570516    -11.430122
    9.254748    -11.26152      12.15203      -1.2337428    -2.6975927
   11.666218      5.9340854    -8.213039     -8.030299     -4.1330605
   -8.044877     -4.8792315    -6.767123     -5.272963     -4.433373
   -4.7767267   -11.435346     -2.4910104   -10.697808     -9.880046
   -4.4382806    -2.9392498     2.6706853    -2.9835727     2.5118387
   -0.31118104   -4.113149     -4.722227     -3.6379206    -1.2733843
   -2.9537976    -4.253552     -1.6414046    -3.6593902    -1.0083442 ]"
400,Segment_4_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.1745552,0.3706125,-5.059047e-05,0.07100290877775575,"[-131.48003     137.43156     -26.009779     33.33071     -17.861368
   20.516577    -20.247986     11.0831375    -7.263945    -12.070308
    7.1155334     1.7240568   -14.368072     -8.6375065     0.42560837
   -8.104306     -5.495128     -3.6537595    -6.271091     -7.307302
   -3.1254752   -14.499275     -2.7142327   -12.117111     -6.413783
   -4.517794     -1.3225538     3.4319255    -6.684314     -0.9649671
   -8.019432     -6.1916285    -5.79565       1.8090582     5.203105
    0.46998262   -3.0251617    -3.5597167    -4.2347574     0.63290185]"
401,Segment_5_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.150732,0.39628524,-3.7933125e-05,0.06450087490141956,"[-9.9159492e+01  1.4193590e+02 -1.8761595e+01  3.4487373e+01
 -1.3960404e+01  2.0916967e+01 -2.3038343e+01  2.0287985e+01
 -1.5371072e+01  1.9353241e+00  6.1821852e+00  5.4590807e+00
 -1.0334346e+01 -4.2570972e+00 -1.2062635e+00 -5.6043243e+00
  1.0115103e+00 -9.1705809e+00 -1.3050212e-02 -7.0098534e+00
 -4.8288379e+00 -1.5452639e+01 -2.7232981e+00 -1.0102762e+01
 -4.1672935e+00 -5.1302142e+00  3.0372322e+00  3.2836137e+00
 -4.5199246e+00 -4.1702953e-01 -7.1685357e+00 -3.2094421e+00
 -5.3103623e+00  3.0091701e+00  1.2003479e+00 -6.3890147e-01
 -5.9246607e+00 -8.7935948e-01 -5.0016575e+00  7.9968733e-01]"
402,Segment_6_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.1890918,0.4211861,-9.6981974e-05,0.05693312681437841,"[-1.2805673e+02  1.4251331e+02 -1.3966869e+01  3.5556049e+01
 -4.9181123e+00  2.0859964e+01 -1.9610603e+01  1.6218737e+01
 -1.0759883e+01  2.7557836e+00  3.8338182e+00  2.7583032e+00
 -7.3628721e+00 -2.4758296e+00  9.8161831e-02 -4.5681925e+00
 -2.4261683e-02 -7.7109561e+00  1.3088332e+00 -6.7013226e+00
 -4.4234490e+00 -1.1759308e+01 -3.8044701e+00 -9.0501795e+00
 -6.1838017e+00 -7.1424642e+00 -4.9013730e-02  1.2684657e-01
 -3.0703955e+00  2.3676000e+00 -1.6038859e+00  1.5388147e+00
 -1.3421853e+00  4.0659800e+00  3.8161215e-01 -1.1548510e-01
 -4.3897657e+00 -1.1622145e+00 -3.5528598e+00 -5.7467127e-01]"
403,Segment_7_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.2892424,0.3783566,-3.8755934e-05,0.06007441089907019,"[-1.6234271e+02  1.4330510e+02 -1.9411757e+01  2.0954979e+01
 -1.3006957e+01  1.3717535e+01 -1.3671475e+01  1.2277639e+01
 -4.9909577e+00 -5.8840218e+00  2.5765073e+00 -1.5619502e+00
 -8.1851215e+00 -6.5237164e+00 -5.4681902e+00 -8.6676397e+00
 -3.1804130e+00 -1.0810829e+01 -5.0646181e+00 -4.0290666e+00
 -8.9628420e+00 -1.0085082e+01 -4.7732220e+00 -1.3833575e+01
 -5.4262033e+00 -5.5065231e+00 -3.1588516e+00  3.8852978e+00
 -8.2990199e-02  2.7899177e+00  6.1891305e-01  3.3782965e-01
 -2.2477932e+00 -4.1883731e-01 -2.0251110e+00 -2.5162015e+00
 -4.8324714e+00 -1.1388799e+00 -1.5988468e+00 -1.1979986e+00]"
404,Segment_8_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.0972562,0.39206538,3.2348864e-05,0.06557729467540661,"[-147.26967     143.7751       -4.0527797    29.540394    -12.153168
   14.085874    -23.377668     13.778492    -21.683298     -4.0076656
    2.6060941    -0.54807323  -10.15684      -6.5693593    -2.7606683
   -5.0674443    -1.4773551   -10.977785     -0.9423386    -6.749273
   -6.458535    -14.961284     -5.133666    -10.94664      -7.798197
   -5.725789      2.8710182     1.8555576    -3.885537     -1.3639731
   -9.575014     -5.30546      -4.365205      4.8886003     5.059469
    2.7935991    -5.1178436    -3.8572102    -6.5099373    -1.2424593 ]"
405,Segment_9_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.0845637,0.41248375,-3.6074645e-05,0.06991045366463894,"[-77.053276   144.69995    -16.899302    38.1705     -17.660566
  25.09298    -24.78873     22.194174   -13.856299     6.067676
   7.4100227    7.4591823   -9.126881    -1.8147805    2.0505319
  -5.2788234    0.3045778   -8.139089     0.51275986  -6.4230494
  -2.5901005  -17.108713    -1.2235031  -11.008039    -4.4879556
  -5.372495     1.9142985    3.951219    -3.5062406    1.4991894
  -5.625391    -2.5213552   -5.042995     4.0206065   -0.571719
  -2.1129217   -5.7587643   -0.30781704  -3.463264     2.4305494 ]"
406,Segment_10_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.0912025,0.36611968,-9.4719195e-05,0.07380974339020052,"[-73.113754   143.8158     -23.20548     37.090897   -22.91715
  25.395178   -22.861618    21.553194   -14.242246     3.4563143
   5.558391     8.538605   -10.432159    -2.7666464    2.7635398
  -5.347726     0.46817282  -5.860931     2.7956426   -5.4791317
  -1.7492149  -15.647963     0.50761384  -9.503817    -2.4569614
  -5.934785    -0.24904072   1.5639737   -5.0176       1.3676593
  -5.741121    -1.7877561   -3.846817     5.3876953    1.907116
   0.75343114  -4.300574    -0.30656314  -5.052356     0.32433316]"
407,Segment_11_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,1.0500836,0.45387638,-6.706152e-05,0.0492580779461731,"[-1.5302538e+02  1.6071280e+02 -1.6023943e+01  2.6703390e+01
  7.4113479e+00  9.8946114e+00 -1.8660076e+01  9.7345085e+00
 -7.9723268e+00 -1.5077986e+00  3.9510169e+00  3.2986560e+00
 -1.1934483e+01 -7.0858860e+00 -1.3727112e+00 -7.7356582e+00
 -2.9993241e+00 -9.5558586e+00 -4.9565258e+00 -4.2995882e+00
 -5.3750405e+00 -1.1854086e+01 -4.8322263e+00 -8.9570808e+00
 -7.8155694e+00 -8.6354361e+00 -2.1927338e+00 -2.2564528e+00
 -4.4791903e+00 -5.7912678e-01 -3.0658648e+00 -2.5033002e+00
 -5.0787678e+00  6.2126023e-01 -5.8720696e-01  2.5763407e-01
 -2.6495004e+00 -2.0745587e+00 -3.2548604e+00 -8.1975058e-02]"
408,Segment_12_Efya - Love.mp3,Efya - Love,https://www.youtube.com/watch?v=jg2nWCOzbwI,English,"Is on
It's so funny you know
Love
Love, Love, love, love
Uh uh
When I say love, love, love, love, love
verse
And love so real
And love so mad
And love say come for me
'Cause love so right
Love said it ain't my type
Love made me wait all night
Love is gon make you
Love is gon make you red or right
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
verse
So be yourself, you go give me the world and everything more
But my world is up and down and everything's gone
My mama told me baby girl you better be strong
And when you find true love you know you can't go wrong
verse
I don't wanna ever be wrong
I just want some real love
I, I, I, I just want some real love
chorus
So deep in love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should
chorus
Love
And I know I could not stay
So much I did not say
'Cause it means so much pain
But I should",Soul,"The song expresses the deep emotional complexity of love, capturing the internal struggle of being in love while dealing with the pain and sacrifices it brings. The lyrics reflect on how love can be both fulfilling and difficult, with moments of joy contrasted by the weight of unspoken feelings and unresolved emotions. Despite the challenges, the singer acknowledges the importance of true love and the need to be strong in the face of hardship, while still longing for real, authentic connection.





",Neutral,0.8062846,0.44532037,-2.8577677e-05,0.04614896721352101,"[-2.9301407e+02  1.3060698e+02 -1.0217391e+00  1.8847933e+01
  1.5243768e+01 -5.8815341e+00 -9.8501167e+00 -2.6951425e+00
 -4.8655548e+00 -9.4571838e+00 -1.0389354e+00 -1.0600976e+00
 -1.1986460e+01 -9.6735983e+00 -5.7890439e+00 -9.4374981e+00
 -5.9716434e+00 -5.0156837e+00 -6.2626143e+00 -3.7217071e+00
 -4.8205690e+00 -6.3022346e+00 -5.1335821e+00 -6.5993857e+00
 -9.8389721e+00 -9.8809414e+00 -5.5797005e+00 -5.0698462e+00
 -6.4157219e+00 -4.8216352e+00 -3.5061815e+00 -4.8731661e+00
 -4.8223066e+00 -8.7553746e-01 -7.4450284e-02 -1.9494779e-01
  1.4782216e-01 -3.5472479e-01 -8.7737656e-01 -4.4009581e-01]"
