SN,Filename,Title of Song,URL,Language,Type,Sentiment,Lyrics,Genre,Meaning of Song
49,Segment_6_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
50,Segment_7_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
51,Segment_8_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
52,Segment_9_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
53,Segment_10_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
54,Segment_11_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
55,Segment_12_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
56,Segment_13_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
57,Segment_14_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
58,Segment_15_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
59,Segment_16_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
60,Segment_17_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
61,Segment_18_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
62,Segment_19_Akwaboah - I Do Love You.mp3,Akwaboah - I Do Love You,https://www.youtube.com/watch?v=8kzmgXYoxUE,Twi,MP3,Positive,"I still can't believe this
I can't believe I can't take control of myself, baby
My heart beats bang bang bang
Should I call you or just let you go?
Then I’ll be left to cry, baby
If I were a playboy
I would’ve walked away when I saw a girl, but my heart beats bang bang bang
But this feeling is so different
What reason would I give my heart if I let you go, babe
Cause I want to know you
So, Sweety, I want us to have a little chat
The thoughts I’ve had until today
Everything in my heart says
I do love you, ooh baby
Wanna marry you
Can’t live without you
Cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
Forever
I wonder if your father was a saint
Cause someone stole the stars from the sky
And put them in your eyes
Girl, I'm not saying this just to flatter you
But every word I say comes from my heart
If you think I’m lying
Look into my eyes; see my lips trembling
Touch my heart and see how it feels
I wouldn’t have said anything if I wasn’t serious
This is the truth, my pride and joy
What reason would I have given my heart
If I had let you go, baby
Cause I know I love you, I know I love you
So Sweety, can I end this conversation with you
All I need is for you to think about it
And allow me to be happy because
I do love you, ooh baby
Girl, I wanna marry you
Hmmm, can't live without you
Hmmm, cause you're the one (yeah)
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I’m always thinking about you, bringing me peace
I can lie down next to you peacefully
So please give me a chance
Otherwise, something bad might happen to me
Cause girl, I want to spend the rest of my love with you
I do love you, ooh baby
Wanna marry you
(I want, I wanna marry you girl)
Can’t live without you
You are the only one (yeah)
You are my diamond girl
I wanna be with you forever
I do love you, ooh baby
(Cause girl, you know I love you)
Wanna marry you
(I wanna marry you)
Can’t live without you
Oh, oh, you’re the one
You are the only one
Cause you're the one
I do love you
Wanna marry you
Cause you’re the one
You are the only one
I wanna be with you forever",Soul,"The song expresses deep love and admiration, with the speaker proclaiming their desire to marry and be with the one they cherish forever. It emphasizes themes of commitment, passion, and the importance of being true to one‚Äôs feelings, depicting love as a powerful, life-changing force."
