SN,Filename,Title of Song,URL,Language,TYPE,Sentiment,Lyrics,Genre,Meaning of Song,,,,,,,,,,,,,,,,
325,Segment_5_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
326,Segment_6_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
327,Segment_7_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
328,Segment_8_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
329,Segment_9_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
330,Segment_10_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
331,Segment_11_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
332,Segment_12_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
333,Segment_13_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
334,Segment_14_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
335,Segment_15_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
336,Segment_16_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
337,Segment_17_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
338,Segment_18_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
339,Segment_19_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
340,Segment_20_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
341,Segment_21_MOGmusic - Nobody.mp3,MOGmusic - Nobody,https://www.youtube.com/watch?v=l-bRIaEYXc0,English,MP3,Positive,"(eeeh) (listen)
Nobody is like you
nobody is like you
nobody is likeeee you
you're strong tower
you're way maker
nobody is like you
No one can do the things you do
No one can touch the way you touch
You're strong tower
You're way maker
Nobody is like you
I'll mention your name to the world
I'll tell of all your good Word
Nobody is like you.",Gospel,This song tells of the might of the Lord and how He cannot be compared to anyone. It speaks of the strength and faithfulness of God.,,,,,,,,,,,,,,,,
342,Segment_1_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
343,Segment_2_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
344,Segment_3_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
345,Segment_4_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
346,Segment_5_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
347,Segment_6_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
348,Segment_7_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
349,Segment_8_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
350,Segment_9_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
351,Segment_10_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
352,Segment_11_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
353,Segment_12_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
354,Segment_13_Nacee - Aseda.mp3,Nacee - Aseda,https://www.youtube.com/watch?v=IlBDc8pC8VU&list=TLPQMTMxMTIwMjRvDV7BsoDkPw&index=2,Twi,MP3,Positive,"You delivered me
From my tears
You saved me
From my troubles, Lord
Traps were set for me
Pits were dug for me
They swore that
I would never make it in life
Thank You Lord, From the bottom of my heart, I thank You
But see what God has done
I appreciate what You have done for me
A barren one like me
Me that did not matter at all, today I’m fruitful
Today I am also getting married
God You are mysterious, You have done well
All of my prayers 
Have become beneficial
All my fasting
Have become beneficial
If I had known these were your plans for me
I would not have shed tears
If I had known these were your plans for me
I wouldn’t have spoken against You my father
For what You have done, thank You
With all that I am, I thank you
Thank You Lord
Thank You, with all that I am 
I Thank You Lord
This is my thanksgiving song
Thank You Lord, From the bottom of my heart, I thank You
I appreciate what you have done for me
I thank you for what you have done for me 
All of my prayers 
Have become beneficial
All my offerings
Have become beneficial
If I had known these were your plans for me
I would not have murmured
God, if I had known you would bless me this abundantly
I would not have spoken against you
My thanksgiving will never end
Thank You Lord, From the bottom of my heart, I thank You
Who else deserves my thanksgiving?
I am overwhelmed with what you have done
I am overwhelmed
Today I am also honored among men
A barren one like me
A fornicator like me
An outcast like me
I thank You",Gospel,"This song is a soft soul-touching gospel song that speaks of thanksgiving. It tells of how, despite being undeserving, God came through for us.",,,,,,,,,,,,,,,,
